user_id,days_active,score_views,session_minutes,risk_profile,premium_user
2162,16,3,16.7,conservative,0
2163,22,2,7.9,conservative,1
2164,15,2,14.4,conservative,0
2165,10,0,4.9,moderate,0
2166,16,4,21.2,aggressive,0
2167,67,4,15.1,moderate,1
2168,67,14,48.1,aggressive,1
2169,18,3,20.4,moderate,0
2170,25,2,11.0,conservative,0
2171,19,1,8.7,moderate,0
2172,26,3,12.0,aggressive,0
2173,24,0,8.0,conservative,0
2174,20,2,12.7,moderate,0
2175,61,9,33.9,moderate,0
2176,42,5,20.3,aggressive,0
2177,48,1,7.4,conservative,0
2178,35,2,12.2,conservative,0
2179,90,17,36.3,aggressive,0
2180,8,1,10.5,moderate,0
2181,57,5,16.4,aggressive,1
2182,30,0,6.9,conservative,0
2183,12,1,10.1,conservative,1
2184,29,1,11.0,moderate,0
2185,36,5,20.6,aggressive,1
2186,6,0,7.7,moderate,1
2187,12,3,7.8,moderate,0
2188,19,4,17.1,moderate,1
2189,73,6,28.7,moderate,0
2190,32,4,18.5,moderate,0
2191,21,5,22.6,moderate,0
2192,65,8,28.7,moderate,1
2193,17,3,17.5,conservative,0
2194,46,3,14.3,conservative,0
2195,29,3,13.2,moderate,0
2196,52,3,9.7,conservative,0
2197,21,1,10.9,conservative,0
2198,4,2,10.5,aggressive,0
2199,74,5,13.5,conservative,1
2200,18,1,12.0,conservative,0
2201,45,8,28.7,moderate,0
2202,4,1,11.7,moderate,0
2203,13,2,14.7,moderate,0
2204,24,3,12.8,moderate,0
2205,69,7,19.0,aggressive,0
2206,15,0,10.7,conservative,0
2207,37,1,13.3,conservative,0
2208,24,2,16.4,conservative,0
2209,54,8,31.7,aggressive,0
2210,17,0,7.9,conservative,0
2211,60,1,8.8,conservative,0
2212,69,6,19.8,moderate,0
2213,47,2,16.0,conservative,0
2214,28,3,13.4,moderate,0
2215,11,3,14.8,conservative,0
2216,23,5,23.8,aggressive,0
2217,17,2,16.9,moderate,0
2218,53,0,6.1,conservative,0
2219,26,1,12.9,conservative,1
2220,27,3,11.3,moderate,0
2221,8,3,18.8,moderate,0
2222,19,10,29.2,aggressive,1
2223,11,1,8.0,conservative,0
2224,29,4,18.0,moderate,0
2225,20,2,11.1,moderate,0
2226,44,1,11.5,moderate,0
2227,19,5,23.5,aggressive,1
2228,51,4,18.1,moderate,0
2229,32,7,23.0,aggressive,1
2230,6,0,6.2,conservative,0
2231,47,6,19.9,moderate,1
2232,8,1,8.5,moderate,1
2233,6,2,15.1,moderate,0
2234,54,1,9.1,conservative,0
2235,14,2,9.8,moderate,0
2236,10,3,9.6,moderate,0
2237,33,3,12.3,aggressive,0
2238,17,4,19.2,conservative,0
2239,15,1,10.8,aggressive,0
2240,48,8,26.1,moderate,0
2241,15,1,9.8,moderate,0
2242,34,3,16.6,aggressive,1
2243,8,0,11.0,conservative,0
2244,35,6,16.2,moderate,0
2245,20,6,20.4,aggressive,0
2246,28,2,13.4,conservative,0
2247,8,1,12.1,moderate,0
2248,31,1,9.3,conservative,0
2249,10,0,4.5,conservative,0
2250,35,4,15.5,moderate,0
2251,51,0,8.9,conservative,0
2252,90,8,28.3,moderate,0
2253,31,3,18.5,conservative,0
2254,19,4,16.8,moderate,1
2255,33,4,18.9,moderate,1
2256,21,4,22.7,aggressive,0
2257,16,5,18.0,moderate,0
2258,32,1,8.6,conservative,0
2259,11,5,23.3,moderate,0
2260,37,6,27.2,aggressive,0
2261,18,2,15.0,conservative,0
2262,30,4,12.8,moderate,0
2263,20,2,14.4,moderate,1
2264,24,3,10.6,moderate,0
2265,10,0,5.9,moderate,0
2266,64,8,14.9,moderate,0
2267,29,3,12.8,conservative,0
2268,35,7,26.9,moderate,0
2269,20,2,14.3,moderate,0
2270,26,1,10.8,aggressive,0
2271,24,4,20.1,moderate,1
2272,79,6,22.0,conservative,0
2273,30,4,19.4,aggressive,0
2274,35,4,19.0,moderate,0
2275,30,5,19.6,moderate,0
2276,67,1,12.9,conservative,0
2277,32,4,18.2,moderate,0
2278,62,4,19.5,moderate,0
2279,66,7,23.9,moderate,1
2280,25,3,11.5,conservative,0
2281,48,0,9.1,conservative,0
2282,8,2,13.1,moderate,0
2283,63,5,15.7,moderate,0
2284,36,5,16.1,moderate,0
2285,34,5,27.1,moderate,0
2286,90,4,18.8,conservative,0
2287,21,2,11.3,moderate,0
2288,83,4,19.1,moderate,0
2289,20,0,7.1,conservative,0
2290,7,1,11.6,conservative,0
2291,16,2,13.4,conservative,0
2292,17,5,24.6,aggressive,1
2293,31,4,14.1,moderate,0
2294,33,6,23.6,moderate,0
2295,11,3,14.5,moderate,1
2296,20,4,16.7,moderate,0
2297,11,4,15.8,aggressive,0
2298,40,3,22.2,conservative,0
2299,36,2,11.0,conservative,0
2300,71,2,11.1,conservative,0
2301,23,4,13.4,moderate,0
2302,36,2,8.7,moderate,1
2303,35,4,17.2,conservative,0
2304,13,0,7.2,conservative,0
2305,19,5,15.9,moderate,0
2306,82,2,17.2,conservative,0
2307,21,4,21.7,aggressive,0
2308,29,11,31.7,aggressive,0
2309,39,2,13.2,conservative,0
2310,49,4,9.5,moderate,0
2311,9,2,11.9,conservative,0
2312,36,3,11.2,conservative,0
2313,85,11,28.7,aggressive,1
2314,26,0,9.1,conservative,0
2315,49,1,8.5,conservative,0
2316,29,4,14.0,conservative,0
2317,17,4,13.9,aggressive,0
2318,43,2,9.3,moderate,1
2319,36,1,7.9,conservative,0
2320,6,1,6.6,conservative,0
2321,43,1,10.1,moderate,0
2322,33,7,27.3,conservative,0
2323,31,2,6.9,moderate,0
2324,62,4,14.0,conservative,0
2325,15,1,9.6,moderate,0
2326,74,1,10.2,conservative,0
2327,25,1,10.1,conservative,0
2328,22,3,14.4,moderate,0
2329,20,2,15.4,aggressive,1
2330,25,3,9.8,conservative,0
2331,24,3,13.7,moderate,0
2332,27,2,9.6,moderate,0
2333,30,3,13.8,moderate,0
2334,21,2,13.5,conservative,0
2335,4,1,8.8,moderate,0
2336,48,2,11.9,conservative,0
2337,46,2,15.9,conservative,0
2338,10,3,16.9,moderate,1
2339,16,2,14.8,conservative,0
2340,33,7,17.3,moderate,0
2341,70,3,14.7,moderate,1
2342,16,2,12.7,moderate,0
2343,28,2,16.6,aggressive,1
2344,19,1,9.9,conservative,0
2345,18,1,11.0,moderate,0
2346,28,2,11.5,moderate,0
2347,16,5,23.1,moderate,1
2348,27,1,8.2,moderate,0
2349,4,1,9.3,conservative,0
2350,22,5,21.1,conservative,0
2351,31,2,11.0,moderate,0
2352,34,2,13.8,moderate,0
2353,66,4,18.5,conservative,1
2354,10,0,6.8,moderate,0
2355,21,1,11.5,moderate,0
2356,49,0,11.9,conservative,0
2357,25,1,12.3,moderate,0
2358,65,6,24.2,moderate,0
2359,21,9,31.8,aggressive,1
2360,31,3,12.7,moderate,0
2361,52,4,16.0,moderate,0
2362,35,3,16.3,moderate,0
2363,15,2,8.0,moderate,0
2364,25,3,16.7,moderate,0
2365,54,4,18.5,moderate,0
2366,10,1,9.0,aggressive,0
2367,20,3,17.9,moderate,0
2368,26,2,13.4,moderate,0
2369,21,3,15.0,moderate,0
2370,28,0,7.2,conservative,0
2371,39,4,15.9,aggressive,0
2372,11,0,10.7,moderate,0
2373,37,8,21.1,aggressive,1
2374,57,6,26.5,moderate,1
2375,4,2,12.5,conservative,0
2376,32,8,26.2,aggressive,0
2377,22,4,22.8,conservative,0
2378,55,2,15.5,conservative,0
2379,14,1,7.6,moderate,0
2380,44,8,31.5,moderate,1
2381,9,0,11.9,moderate,0
2382,24,1,4.5,moderate,0
2383,22,3,15.5,moderate,1
2384,7,0,8.9,moderate,0
2385,53,5,21.4,conservative,0
2386,11,3,15.1,moderate,0
2387,5,4,20.7,aggressive,1
2388,9,2,12.0,moderate,0
2389,49,4,12.7,moderate,0
2390,35,7,30.9,aggressive,1
2391,25,4,21.0,conservative,0
2392,62,4,23.3,moderate,0
2393,32,2,13.0,moderate,1
2394,67,1,10.1,conservative,0
2395,25,2,15.3,conservative,0
2396,11,5,28.0,aggressive,0
2397,26,5,28.6,aggressive,1
2398,30,4,19.8,aggressive,0
2399,66,4,13.2,moderate,0
2400,50,3,11.5,conservative,0
2401,52,4,21.4,moderate,0
2402,19,0,8.0,moderate,0
2403,26,3,15.0,conservative,0
2404,63,6,15.3,aggressive,1
2405,38,7,28.2,conservative,0
2406,9,2,11.0,moderate,0
2407,23,2,8.1,conservative,0
2408,33,3,16.8,moderate,0
2409,26,2,11.5,moderate,0
2410,59,2,15.4,moderate,0
2411,23,3,13.8,aggressive,0
2412,41,5,21.1,moderate,0
2413,29,5,19.1,aggressive,1
2414,25,2,9.1,conservative,0
2415,12,0,7.5,moderate,0
2416,11,2,15.8,moderate,0
2417,40,7,21.2,moderate,1
2418,25,3,12.7,conservative,0
2419,10,7,26.6,aggressive,1
2420,61,5,23.1,aggressive,0
2421,16,10,28.3,aggressive,1
2422,11,3,14.9,moderate,0
2423,27,5,23.2,aggressive,1
2424,66,1,10.4,conservative,0
2425,24,1,12.1,conservative,0
2426,5,1,11.3,conservative,0
2427,46,3,12.7,moderate,0
2428,18,1,11.7,conservative,0
2429,14,2,19.8,conservative,0
2430,67,2,15.3,moderate,0
2431,17,4,17.6,aggressive,1
2432,11,0,7.6,conservative,0
2433,27,7,16.0,aggressive,0
2434,29,5,16.2,aggressive,1
2435,21,1,10.5,conservative,0
2436,11,4,16.8,aggressive,1
2437,22,0,10.7,conservative,0
2438,31,2,12.2,conservative,0
2439,71,4,21.1,moderate,0
2440,16,1,9.9,conservative,0
2441,40,4,20.7,moderate,0
2442,9,1,12.1,moderate,0
2443,32,3,15.5,conservative,0
2444,24,8,24.1,moderate,0
2445,15,4,20.6,aggressive,1
2446,22,3,17.4,conservative,0
2447,25,4,12.4,conservative,0
2448,15,1,11.2,conservative,0
2449,14,0,7.8,moderate,0
2450,3,1,10.8,moderate,0
2451,32,6,22.6,aggressive,0
2452,12,2,16.7,conservative,0
2453,34,1,10.2,conservative,0
2454,15,1,13.5,conservative,0
2455,18,1,9.2,conservative,0
2456,5,0,9.0,moderate,0
2457,61,10,34.3,moderate,1
2458,60,6,16.2,moderate,0
2459,20,0,8.6,conservative,0
2460,10,1,9.0,conservative,0
2461,12,0,11.9,aggressive,0
2462,54,4,21.8,conservative,0
2463,7,4,23.2,aggressive,0
2464,29,5,26.9,moderate,1
2465,33,2,8.1,conservative,1
2466,35,3,14.7,conservative,0
2467,33,7,22.6,aggressive,0
2468,56,3,19.4,conservative,0
2469,6,1,14.3,aggressive,0
2470,41,3,11.4,conservative,0
2471,19,3,16.9,moderate,0
2472,21,0,5.2,moderate,0
2473,69,7,20.1,moderate,0
2474,22,5,18.2,aggressive,1
2475,16,1,11.0,aggressive,0
2476,27,4,15.0,moderate,0
2477,21,3,15.4,aggressive,0
2478,29,3,18.0,moderate,0
2479,12,4,21.8,moderate,0
2480,45,2,10.1,moderate,0
2481,12,0,11.1,conservative,0
2482,7,1,12.1,aggressive,1
2483,13,5,22.3,aggressive,0
2484,16,4,23.7,conservative,0
2485,18,3,11.5,moderate,0
2486,21,6,28.7,aggressive,1
2487,43,3,12.2,moderate,0
2488,8,2,15.7,aggressive,1
2489,41,3,16.2,conservative,0
2490,46,2,13.3,conservative,0
2491,12,6,20.0,aggressive,0
2492,33,3,18.9,conservative,0
2493,17,4,20.0,moderate,0
2494,15,0,9.3,conservative,0
2495,29,3,11.5,conservative,1
2496,24,2,13.1,moderate,0
2497,30,1,9.9,conservative,1
2498,9,0,6.7,moderate,0
2499,46,2,13.0,aggressive,0
2500,26,2,10.9,conservative,0
2501,50,1,7.3,conservative,0
2502,34,5,21.3,moderate,0
2503,11,1,9.1,moderate,0
2504,49,5,16.0,moderate,1
2505,13,1,12.5,conservative,1
2506,90,2,12.6,conservative,0
2507,45,2,10.5,moderate,0
2508,13,2,11.6,aggressive,1
2509,76,2,15.9,conservative,0
2510,32,2,13.2,conservative,0
2511,31,3,10.3,moderate,0
2512,40,4,17.4,conservative,1
2513,35,1,13.9,conservative,0
2514,10,6,17.9,moderate,1
2515,39,7,30.2,moderate,0
2516,34,0,5.5,conservative,0
2517,39,8,25.2,aggressive,1
2518,6,2,11.7,moderate,0
2519,28,1,9.8,conservative,0
2520,13,1,8.8,conservative,0
2521,26,1,12.7,moderate,0
2522,19,6,19.0,moderate,0
2523,15,2,12.4,conservative,0
2524,48,4,11.4,moderate,0
2525,26,2,16.4,conservative,0
2526,21,7,21.6,moderate,0
2527,1,1,11.9,moderate,0
2528,85,3,13.0,moderate,0
2529,67,6,21.6,moderate,1
2530,34,1,12.0,conservative,0
2531,20,2,13.7,moderate,0
2532,37,4,17.2,aggressive,1
2533,19,3,15.4,moderate,0
2534,36,2,8.4,moderate,0
2535,17,5,20.3,moderate,0
2536,21,5,26.5,aggressive,1
2537,21,2,14.3,aggressive,1
2538,24,0,7.8,moderate,0
2539,36,2,11.6,conservative,0
2540,44,3,13.2,moderate,0
2541,22,3,14.3,conservative,0
2542,43,4,16.5,moderate,0
2543,14,5,16.6,moderate,1
2544,30,2,18.0,moderate,0
2545,12,1,13.0,conservative,0
2546,27,4,21.9,conservative,0
2547,28,1,12.1,moderate,0
2548,8,0,7.5,moderate,0
2549,4,0,9.4,moderate,0
2550,58,8,29.8,moderate,0
2551,64,6,20.5,moderate,0
2552,4,1,7.1,moderate,0
2553,31,2,10.9,conservative,0
2554,15,2,9.3,moderate,1
2555,54,5,19.5,moderate,0
2556,12,5,19.8,moderate,0
2557,2,0,9.4,moderate,0
2558,4,1,9.4,moderate,0
2559,64,2,16.1,conservative,1
2560,59,4,16.1,moderate,1
2561,23,1,7.4,aggressive,0
2562,32,4,19.1,moderate,0
2563,21,2,8.0,conservative,0
2564,49,7,24.7,moderate,0
2565,1,0,4.8,conservative,0
2566,54,2,15.8,conservative,0
2567,90,9,33.9,aggressive,1
2568,38,3,11.7,aggressive,1
2569,25,2,16.8,moderate,0
2570,16,0,9.2,conservative,0
2571,45,4,17.1,moderate,1
2572,26,4,14.2,moderate,0
2573,21,2,12.7,moderate,0
2574,33,3,17.6,conservative,0
2575,85,4,16.2,conservative,0
2576,90,3,19.3,conservative,0
2577,70,9,22.4,aggressive,1
2578,24,5,17.9,conservative,0
2579,27,1,11.2,conservative,0
2580,24,2,8.6,moderate,1
2581,9,0,10.4,moderate,0
2582,10,2,12.3,conservative,0
2583,16,0,6.4,conservative,0
2584,42,3,19.5,moderate,1
2585,35,4,16.0,moderate,1
2586,23,3,14.4,moderate,0
2587,43,4,17.7,moderate,0
2588,27,3,15.8,aggressive,1
2589,13,1,9.9,moderate,1
2590,62,3,12.4,moderate,0
2591,12,5,20.5,moderate,0
2592,35,2,9.9,conservative,1
2593,10,4,18.8,conservative,0
2594,44,4,15.5,conservative,0
2595,5,0,10.6,conservative,0
2596,48,4,15.5,moderate,0
2597,54,6,17.3,aggressive,1
2598,19,3,15.9,moderate,0
2599,28,2,12.7,conservative,0
2600,15,3,12.3,moderate,0
2601,32,2,17.4,moderate,0
2602,39,6,22.4,moderate,0
2603,58,3,14.9,moderate,0
2604,66,8,22.2,moderate,1
2605,16,2,11.2,aggressive,0
2606,27,0,7.5,conservative,0
2607,25,4,17.4,conservative,0
2608,25,3,13.8,conservative,0
2609,36,4,15.3,moderate,0
2610,73,2,15.9,conservative,0
2611,22,4,20.3,moderate,0
2612,9,2,9.6,moderate,0
2613,35,2,12.1,moderate,0
2614,27,0,9.2,conservative,0
2615,78,11,47.3,aggressive,0
2616,6,0,6.9,moderate,0
2617,47,1,7.5,moderate,0
2618,37,9,32.6,moderate,0
2619,20,0,10.4,moderate,1
2620,62,5,18.3,moderate,0
2621,11,0,10.2,conservative,0
2622,30,4,19.0,moderate,0
2623,70,4,17.7,conservative,0
2624,17,3,21.1,aggressive,0
2625,81,4,16.2,moderate,1
2626,67,9,29.4,aggressive,0
2627,13,3,13.0,aggressive,0
2628,15,2,10.5,aggressive,0
2629,4,2,12.9,moderate,0
2630,43,3,15.3,moderate,0
2631,37,2,12.9,moderate,0
2632,14,4,17.8,conservative,0
2633,32,4,21.6,conservative,0
2634,33,4,10.8,aggressive,1
2635,21,2,17.1,conservative,0
2636,59,4,15.9,moderate,0
2637,22,8,29.4,moderate,0
2638,61,9,31.1,moderate,0
2639,29,3,15.1,moderate,0
2640,35,3,15.0,conservative,0
2641,32,6,21.7,aggressive,1
2642,20,4,23.0,aggressive,0
2643,25,5,22.9,moderate,0
2644,54,4,19.0,moderate,0
2645,32,4,18.9,aggressive,0
2646,16,1,5.6,moderate,0
2647,16,1,10.9,conservative,0
2648,61,6,21.4,conservative,0
2649,13,1,9.5,conservative,0
2650,20,1,9.1,conservative,1
2651,76,9,32.5,moderate,0
2652,24,0,9.6,moderate,0
2653,41,6,20.4,aggressive,1
2654,41,1,9.2,conservative,0
2655,56,5,18.6,moderate,0
2656,44,3,13.8,moderate,0
2657,40,0,8.5,conservative,0
2658,43,4,17.3,conservative,0
2659,9,0,10.1,moderate,0
2660,21,2,13.5,moderate,0
2661,59,3,16.9,conservative,0
2662,5,1,9.6,conservative,0
2663,28,1,8.8,conservative,0
2664,27,2,11.7,conservative,0
2665,15,1,11.0,conservative,0
2666,22,6,22.2,aggressive,0
2667,58,7,27.7,aggressive,1
2668,9,2,8.2,conservative,0
2669,24,0,9.4,moderate,0
2670,23,1,12.9,moderate,0
2671,16,3,13.6,moderate,0
2672,14,1,8.8,moderate,0
2673,28,5,13.7,aggressive,1
2674,46,5,25.6,moderate,0
2675,11,1,9.6,moderate,1
2676,17,5,23.1,aggressive,1
2677,9,6,26.8,moderate,1
2678,1,0,7.2,moderate,0
2679,48,2,11.6,conservative,0
2680,35,11,35.6,aggressive,1
2681,46,5,19.1,moderate,0
2682,9,3,12.3,moderate,0
2683,14,3,8.7,aggressive,1
2684,32,0,7.9,conservative,0
2685,58,2,7.4,moderate,0
2686,33,5,20.9,aggressive,1
2687,90,10,34.4,moderate,0
2688,36,5,14.1,moderate,0
2689,24,4,18.9,conservative,0
2690,7,3,17.6,moderate,0
2691,5,3,15.1,aggressive,1
2692,31,2,14.1,moderate,1
2693,10,3,14.0,conservative,0
2694,29,3,22.3,moderate,0
2695,10,1,12.6,conservative,0
2696,17,2,8.4,conservative,0
2697,28,2,11.6,moderate,0
2698,13,3,14.8,conservative,0
2699,23,1,10.7,moderate,0
2700,8,0,10.2,moderate,0
2701,28,3,16.2,moderate,0
2702,19,5,22.5,aggressive,0
2703,11,5,15.8,conservative,0
2704,21,3,15.3,moderate,1
2705,29,4,15.2,moderate,1
2706,59,2,12.2,conservative,0
2707,6,3,15.6,aggressive,0
2708,35,3,13.5,conservative,0
2709,37,3,9.4,aggressive,0
2710,24,5,17.1,moderate,0
2711,17,1,12.9,conservative,0
2712,35,3,15.1,moderate,0
2713,29,3,14.5,aggressive,0
2714,12,3,16.9,aggressive,1
2715,34,7,21.0,moderate,0
2716,38,4,15.4,conservative,0
2717,43,3,14.7,conservative,0
2718,49,4,17.9,conservative,0
2719,36,1,9.0,moderate,0
2720,9,0,6.2,conservative,0
2721,25,3,16.8,moderate,0
2722,29,0,6.8,conservative,0
2723,21,0,9.6,moderate,0
2724,14,1,9.6,aggressive,1
2725,2,3,13.4,moderate,0
2726,40,0,7.0,conservative,0
2727,18,1,11.3,conservative,0
2728,18,1,10.6,conservative,0
2729,26,8,24.9,aggressive,1
2730,45,4,19.2,moderate,0
2731,17,4,17.0,moderate,1
2732,15,0,7.9,conservative,0
2733,10,1,8.9,conservative,0
2734,18,6,22.5,moderate,1
2735,34,4,17.0,aggressive,0
2736,48,5,20.6,moderate,1
2737,56,7,19.0,moderate,0
2738,30,3,14.5,moderate,0
2739,33,3,15.0,aggressive,0
2740,31,4,17.7,aggressive,1
2741,20,1,7.4,moderate,1
2742,90,2,12.4,conservative,0
2743,30,4,20.1,moderate,0
2744,63,3,17.0,moderate,0
2745,66,3,10.8,moderate,0
2746,24,3,10.6,moderate,0
2747,25,2,11.5,moderate,0
2748,37,3,15.7,conservative,0
2749,51,9,24.3,moderate,0
2750,32,3,19.0,moderate,0
2751,59,11,24.1,aggressive,0
2752,13,2,11.3,aggressive,1
2753,20,2,9.7,moderate,0
2754,8,1,11.8,moderate,0
2755,21,5,16.0,moderate,0
2756,54,3,13.6,conservative,0
2757,21,4,13.9,aggressive,1
2758,19,5,17.2,moderate,0
2759,82,1,9.6,moderate,0
2760,12,2,9.4,conservative,0
2761,23,1,12.2,moderate,0
2762,48,6,17.9,moderate,1
2763,56,3,14.1,conservative,0
2764,13,1,11.8,moderate,0
2765,34,3,15.2,moderate,1
2766,6,3,15.3,moderate,0
2767,43,3,14.1,conservative,0
2768,7,4,18.2,moderate,0
2769,43,2,11.7,conservative,1
2770,21,2,9.1,conservative,0
2771,28,1,7.6,conservative,0
2772,39,3,16.2,moderate,0
2773,46,7,22.9,moderate,0
2774,26,5,21.1,moderate,0
2775,14,3,10.5,moderate,0
2776,28,2,18.7,conservative,0
2777,11,5,13.4,moderate,0
2778,27,0,6.8,moderate,0
2779,31,7,23.8,aggressive,1
2780,18,2,14.5,aggressive,1
2781,18,2,11.4,moderate,0
2782,6,3,12.2,aggressive,1
2783,6,1,13.9,conservative,0
2784,66,2,15.7,moderate,0
2785,50,7,23.8,aggressive,0
2786,20,2,13.9,moderate,0
2787,36,3,17.2,moderate,1
2788,12,3,12.9,aggressive,1
2789,48,9,23.0,aggressive,1
2790,48,2,14.9,conservative,0
2791,57,7,25.8,aggressive,1
2792,85,3,15.4,moderate,1
2793,21,5,23.0,aggressive,1
2794,62,10,34.4,aggressive,1
2795,18,2,14.2,conservative,0
2796,31,3,14.6,conservative,0
2797,13,1,9.1,conservative,0
2798,17,2,16.0,conservative,0
2799,17,0,7.8,conservative,0
2800,19,3,20.0,conservative,0
2801,84,9,36.8,aggressive,1
2802,61,3,13.6,aggressive,1
2803,38,3,10.9,conservative,0
2804,11,1,9.6,moderate,0
2805,12,1,11.0,aggressive,1
2806,13,0,7.4,conservative,0
2807,42,6,29.3,aggressive,1
2808,27,2,14.9,conservative,0
2809,88,8,29.7,aggressive,0
2810,9,3,13.6,moderate,0
2811,7,1,8.9,conservative,0
2812,12,3,13.4,moderate,0
2813,18,3,20.7,aggressive,1
2814,5,4,10.4,aggressive,0
2815,16,2,9.3,moderate,0
2816,26,3,10.9,conservative,0
2817,27,1,7.5,conservative,0
2818,37,1,12.7,moderate,0
2819,1,1,7.8,conservative,0
2820,62,10,32.4,aggressive,1
2821,33,5,19.2,moderate,1
2822,39,8,26.7,aggressive,1
2823,46,3,16.0,moderate,0
2824,12,0,10.4,moderate,0
2825,31,2,9.9,moderate,0
2826,47,4,18.8,aggressive,0
2827,59,4,14.8,aggressive,0
2828,23,7,24.1,moderate,0
2829,25,3,21.7,moderate,0
2830,18,2,17.8,conservative,0
2831,22,3,17.7,conservative,0
2832,32,2,12.6,moderate,0
2833,20,5,22.5,moderate,1
2834,37,3,15.9,conservative,0
2835,20,4,13.4,moderate,0
2836,47,1,8.7,moderate,0
2837,11,1,14.1,conservative,0
2838,19,3,15.0,aggressive,1
2839,39,6,21.0,moderate,1
2840,46,5,19.9,moderate,0
2841,14,0,7.7,moderate,0
2842,44,5,16.4,moderate,1
2843,51,8,24.4,moderate,1
2844,38,5,25.6,aggressive,1
2845,9,1,7.5,moderate,0
2846,41,1,12.6,conservative,0
2847,32,2,10.7,conservative,0
2848,14,2,8.9,conservative,0
2849,48,3,10.8,conservative,0
2850,35,4,19.2,moderate,0
2851,40,0,8.3,conservative,0
2852,46,5,11.0,moderate,0
2853,5,2,17.8,moderate,0
2854,19,1,12.3,moderate,0
2855,13,1,12.5,moderate,0
2856,79,3,17.4,conservative,0
2857,69,12,34.2,aggressive,1
2858,27,1,7.4,moderate,0
2859,43,3,9.0,conservative,0
2860,65,2,19.3,conservative,0
2861,31,3,15.9,moderate,0
2862,12,0,6.7,conservative,0
2863,27,2,12.0,moderate,0
2864,90,8,34.6,aggressive,0
2865,46,7,19.5,moderate,1
2866,48,6,25.3,moderate,0
2867,43,4,15.2,moderate,1
2868,41,3,18.7,conservative,1
2869,14,1,12.0,moderate,1
2870,47,5,20.2,aggressive,1
2871,27,3,11.0,conservative,0
2872,11,3,15.0,aggressive,1
2873,19,5,20.8,aggressive,0
2874,30,7,22.0,moderate,0
2875,19,4,20.8,conservative,0
2876,53,1,11.4,moderate,0
2877,16,1,5.0,conservative,0
2878,3,1,8.9,conservative,0
2879,16,0,10.3,conservative,0
2880,9,2,9.8,moderate,0
2881,80,2,13.3,conservative,0
2882,39,1,11.7,conservative,0
2883,23,4,20.4,aggressive,1
2884,9,2,11.5,moderate,0
2885,55,2,8.7,conservative,0
2886,19,3,15.2,moderate,0
2887,20,3,18.4,aggressive,0
2888,38,2,12.5,conservative,0
2889,16,6,13.5,aggressive,1
2890,25,4,19.8,aggressive,1
2891,11,4,19.5,aggressive,0
2892,13,9,29.4,aggressive,1
2893,42,5,12.3,moderate,0
2894,18,2,15.2,moderate,0
2895,61,7,17.1,moderate,0
2896,24,2,10.1,conservative,0
2897,25,6,26.1,aggressive,1
2898,58,3,15.5,conservative,0
2899,42,1,12.9,conservative,0
2900,24,2,15.3,moderate,1
2901,33,2,10.9,conservative,0
2902,16,1,12.4,moderate,0
2903,13,4,13.8,aggressive,0
2904,11,1,11.5,moderate,0
2905,15,2,12.1,conservative,1
2906,23,7,24.4,aggressive,1
2907,29,6,18.9,moderate,1
2908,46,4,12.5,conservative,0
2909,6,2,10.7,conservative,0
2910,53,2,12.9,conservative,0
2911,27,3,15.9,conservative,1
2912,17,1,12.6,aggressive,0
2913,50,2,13.1,conservative,0
2914,41,1,11.7,conservative,0
2915,15,1,14.1,conservative,0
2916,40,2,8.7,moderate,0
2917,22,6,19.5,moderate,0
2918,43,3,12.1,conservative,0
2919,21,0,7.4,conservative,0
2920,43,7,30.2,aggressive,1
2921,25,5,19.3,moderate,1
2922,43,3,12.4,moderate,0
2923,48,3,10.8,conservative,0
2924,12,1,8.8,moderate,0
2925,28,3,16.8,conservative,0
2926,44,1,12.4,moderate,0
2927,40,2,13.1,conservative,0
2928,33,1,9.4,moderate,0
2929,14,3,19.4,moderate,1
2930,23,3,14.4,conservative,1
2931,35,4,20.4,conservative,1
2932,67,2,9.0,moderate,0
2933,22,0,3.7,moderate,0
2934,20,1,9.6,conservative,0
2935,23,0,5.4,moderate,0
2936,90,7,22.4,aggressive,1
2937,14,3,16.2,moderate,0
2938,19,3,12.4,aggressive,0
2939,54,0,8.6,moderate,0
2940,48,3,12.2,conservative,0
2941,33,5,18.9,moderate,0
2942,5,2,17.0,aggressive,0
2943,6,1,12.1,moderate,0
2944,16,2,11.0,conservative,0
2945,15,5,23.8,conservative,0
2946,62,2,8.9,conservative,0
2947,4,2,13.7,conservative,0
2948,37,2,13.0,conservative,0
2949,20,3,15.6,conservative,0
2950,53,4,20.6,aggressive,0
2951,49,4,18.6,moderate,0
2952,51,2,9.6,conservative,0
2953,32,4,15.9,moderate,0
2954,14,2,8.6,moderate,0
2955,39,5,25.0,conservative,0
2956,52,1,6.2,moderate,0
2957,57,1,15.7,conservative,0
2958,48,2,12.4,conservative,0
2959,31,2,14.4,conservative,0
2960,30,5,20.8,aggressive,1
2961,12,0,7.7,conservative,0
2962,13,0,8.8,conservative,0
2963,57,5,20.5,moderate,0
2964,11,2,9.9,aggressive,1
2965,25,3,15.4,aggressive,1
2966,50,4,20.3,moderate,0
2967,10,1,7.9,moderate,0
2968,20,4,18.8,moderate,1
2969,56,7,25.2,aggressive,0
2970,20,4,13.4,moderate,0
2971,16,2,6.7,conservative,0
2972,42,2,14.6,conservative,0
2973,54,5,20.9,moderate,0
